premise,smcdel_problem,n_announcements,pbcheck,hypothesis,setup,hypothesis_depth,n_agents,label,names,index,s-l,deberta_pred,deberta_confidence,difficulty
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Preston's card is shown to Catherine. Marian's card is shown to Catherine. Marian's card is shown to Preston. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 VALID? [ ! (1|2|3) ] Agentb knows that (Agenta knows that 2)",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 VALID? [ ! (1|2|3) ] 0",Preston can now know that Catherine can know that Preston picked a red card.,explicit,1,3,not_entailment,['Catherine' 'Preston' 'Marian'],61154,explicit-0,0,0.9960401058,0.0039598942
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Mark's card is shown to Mark. Mark's card is shown to Aaron. Hugh's card is shown to Hugh. Aaron's card is shown to Benjamin. It is publicly announced that someone picked a red card. It is publicly announced that Mark does not know whether Benjamin picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:1 Agentc:3 Agentd:2 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 4) ] Agentc knows that (Agentb knows that (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:1 Agentc:3 Agentd:2 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 4) ] 0",Hugh can now know that Aaron can know that everyone picked a red card.,explicit,1,4,not_entailment,['Mark' 'Aaron' 'Hugh' 'Benjamin'],35665,explicit-0,0,0.9981752634,0.0018247366
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that someone is thirsty. It is publicly announced that everyone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! (1&2) ] (Agenta knows that (1|2))",2,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! (1&2) ] 0",Brent can now know that someone is thirsty.,internal,0,2,entailment,['Brent' 'Rocky'],63760,internal-1,1,0.9997776151,0.0002223849
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Shawn knows whether Shawn's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether 1) ] Agentd knows that (Agenta knows whether 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether 1) ] 0",Mark can now know that Shawn can know whether Mark's forehead is muddy.,forehead,1,4,entailment,['Shawn' 'Anna' 'Stephen' 'Mark'],40012,forehead-1,1,0.9992194176,0.0007805824
"There are two persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Steve's card is shown to Walter. Steve's card is shown to Steve. It is publicly announced that someone picked a red card. It is publicly announced that everyone picked a red card. It is publicly announced that Steve knows whether Walter picked a red card.","VARS 1,2 LAW Top OBS Agenta:2 Agentb:2 VALID? [ ! (1|2) ] [ ! (1&2) ] [ ! (Agentb knows whether 1) ] (Agentb knows that 2)",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:2 VALID? [ ! (1|2) ] [ ! (1&2) ] [ ! (Agentb knows whether 1) ] 0",Steve can now know that Steve picked a red card.,explicit,0,2,entailment,['Walter' 'Steve'],5036,explicit-1,1,0.9972555041,0.0027444959
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Patricia knows whether or not nobody is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (~(1|2|3|4))) ] (Agentc knows that (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (~(1|2|3|4))) ] 0",Thomas can now know that everyone is thirsty.,internal,0,4,not_entailment,['Patricia' 'Lisa' 'Thomas' 'John'],1567,internal-0,0,0.9985716343,0.0014283657
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Jeffrey's card is shown to Jeffrey. Mary's card is shown to Jeffrey. Mark's card is shown to Jeffrey. Mary's card is shown to Mary. Mark's card is shown to Mary. Jeffrey's card is shown to Mark. Mary's card is shown to Mark. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:2,3 Agentc:1,2 VALID? [ ! (1|2|3) ] Agentc knows whether (Agentb knows whether (~(1|2|3)))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:2,3 Agentc:1,2 VALID? [ ! (1|2|3) ] 0",Mark can now know whether Mary can know whether or not nobody picked a red card.,explicit,1,3,entailment,['Jeffrey' 'Mary' 'Mark'],4360,explicit-1,1,0.999705255,0.000294745
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Earl knows whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether (1&2&3&4)) ] Agentc knows whether (Agenta knows that (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether (1&2&3&4)) ] 0",Earl can now know whether Jessica can know that everyone's forehead is muddy.,forehead_mirror,1,4,entailment,['Jessica' 'Shelly' 'Earl' 'Wanda'],10499,forehead_mirror-1,1,0.999591291,0.000408709
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Laura's card is shown to Gwen. Patricia's card is shown to Gwen. Laura's card is shown to Patricia. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:2 VALID? [ ! (1|2|3) ] (Agentb knows whether (1&2&3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:2 VALID? [ ! (1|2|3) ] 0",Laura can now know whether or not everyone picked a red card.,explicit,0,3,not_entailment,['Gwen' 'Laura' 'Patricia'],50280,explicit-0,0,0.9953363538,0.0046636462
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that someone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (1|2|3|4) ] Agentb knows that (Agenta knows whether (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (1|2|3|4) ] 0",Joshua can now know that Angela can know whether someone's forehead is muddy.,forehead,1,4,entailment,['Angela' 'Joshua' 'Patricia' 'Arlene'],18690,forehead-1,1,0.9997529387,0.0002470613
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that not everyone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (~(1&2&3&4)) ] (Agenta knows that (~(1|2|3|4)))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (~(1&2&3&4)) ] 0",Adam can now know that nobody is thirsty.,internal,0,4,not_entailment,['Adam' 'Richard' 'Mary' 'Christian'],9698,internal-0,0,0.9983238578,0.0016761422
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Elisha knows whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] Agenta knows whether (Agentd knows whether 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] 0",Elisha can now know whether Emily can know whether Emily's forehead is muddy.,forehead_mirror,1,4,entailment,['Elisha' 'Idalia' 'Jackie' 'Emily'],49483,forehead_mirror-1,1,0.9996241331,0.0003758669
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Lynetta does not know whether Archie is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether 1) ] Agentd knows that (Agentc knows whether 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentb knows whether 1) ] 0",Rena can now know that Stephen can know whether Rena is thirsty.,internal,1,4,not_entailment,['Archie' 'Lynetta' 'Stephen' 'Rena'],62554,internal-0,0,0.9976680875,0.0023319125
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (1&2&3&4) ] Agenta knows whether (Agentb knows whether (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (1&2&3&4) ] 0",Jillian can now know whether Angela can know whether someone's forehead is muddy.,forehead_mirror,1,4,entailment,['Jillian' 'Angela' 'Carl' 'Magdalena'],53532,forehead_mirror-1,1,0.9997767806,0.0002232194
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Rosemary's card is shown to Jose. Rosemary's card is shown to Holly. Rosemary's card is shown to Rosemary. Cynthia's card is shown to Cynthia. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:3 Agentb:3 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] Agentd knows whether (Agenta knows whether 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:3 Agentb:3 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] 0",Cynthia can now know whether Jose can know whether Cynthia picked a red card.,explicit,1,4,entailment,['Jose' 'Holly' 'Rosemary' 'Cynthia'],28260,explicit-1,1,0.9977204204,0.0022795796
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Horace's card is shown to Horace. Horace's card is shown to Yvonne. Yvonne's card is shown to Yvonne. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:1,3 VALID? [ ! (1|2|3|4) ] Agenta knows that (Agentb knows whether (~(1|2|3|4)))",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:1,3 VALID? [ ! (1|2|3|4) ] 0",Horace can now know that Andrew can know whether or not nobody picked a red card.,explicit,1,4,entailment,['Horace' 'Andrew' 'Yvonne' 'Sharon'],19749,explicit-1,1,0.9997217059,0.0002782941
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Kate knows whether Deann's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether 1) ] (Agentc knows that 3)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentb knows whether 1) ] 0",Robert can now know that Robert's forehead is muddy.,forehead_mirror,0,3,not_entailment,['Deann' 'Kate' 'Robert'],58836,forehead_mirror-0,0,0.9982156754,0.0017843246
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Dolores's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! 1 ] (Agenta knows that (~(1|2)))",1,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! 1 ] 0",Dolores can now know that nobody's forehead is muddy.,forehead,0,2,not_entailment,['Dolores' 'James'],41865,forehead-0,0,0.9984048009,0.0015951991
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Lindsay's card is shown to Lindsay. Anne's card is shown to Lindsay. Lindsay's card is shown to William. Anne's card is shown to William. Anne's card is shown to Anne. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1,3 Agentb:1,3 Agentc:3 VALID? [ ! (1|2|3) ] Agentb knows that (Agentc knows that (1|2|3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,3 Agentb:1,3 Agentc:3 VALID? [ ! (1|2|3) ] 0",William can now know that Anne can know that someone picked a red card.,explicit,1,3,entailment,['Lindsay' 'William' 'Anne'],27065,explicit-1,1,0.9997795224,0.0002204776
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Elizabeth is thirsty. It is publicly announced that Kevin knows whether or not nobody is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! 3 ] [ ! (Agenta knows whether (~(1|2|3))) ] (Agentc knows whether (~(1|2|3)))",2,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! 3 ] [ ! (Agenta knows whether (~(1|2|3))) ] 0",Elizabeth can now know whether or not nobody is thirsty.,internal,0,3,entailment,['Kevin' 'Eloisa' 'Elizabeth'],49247,internal-1,1,0.9997201562,0.0002798438
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Adrienne's card is shown to Thomas. Joanne's card is shown to Thomas. Joanne's card is shown to Adrienne. Thomas's card is shown to Joanne. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 Agentc:1 VALID? [ ! (1|2|3) ] Agentc knows whether (Agenta knows that (1|2|3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:3 Agentc:1 VALID? [ ! (1|2|3) ] 0",Joanne can now know whether Thomas can know that someone picked a red card.,explicit,1,3,entailment,['Thomas' 'Adrienne' 'Joanne'],58847,explicit-1,1,0.9997766614,0.0002233386
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Susan does not know whether or not everyone is thirsty. It is publicly announced that Susan does not know whether or not everyone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether (1&2)) ] [ ! ~(Agentb knows whether (1&2)) ] Agentb knows that (Agenta knows that (~(1|2)))",2,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether (1&2)) ] [ ! ~(Agentb knows whether (1&2)) ] 0",Susan can now know that Omar can know that nobody is thirsty.,internal,1,2,not_entailment,['Omar' 'Susan'],43225,internal-0,0,0.9975883961,0.0024116039
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Ebony knows whether Harold's forehead is muddy. It is publicly announced that Harold knows whether John's forehead is muddy. It is publicly announced that Ebony's forehead is not muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 2) ] [ ! (Agentb knows whether 1) ] [ ! ~(3) ] Agentb knows that (Agentc knows that 1)",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 2) ] [ ! (Agentb knows whether 1) ] [ ! ~(3) ] 0",Harold can now know that Ebony can know that John's forehead is muddy.,forehead_mirror,1,3,not_entailment,['John' 'Harold' 'Ebony'],47707,forehead_mirror-0,0,0.9883188009,0.0116811991
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Wenona knows whether someone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1|2|3|4)) ] (Agentc knows whether (~(1|2|3|4)))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1|2|3|4)) ] 0",Bernard can now know whether or not nobody's forehead is muddy.,forehead,0,4,entailment,['Jacob' 'Wenona' 'Bernard' 'James'],33948,forehead-1,1,0.999697566,0.000302434
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Yvette's card is shown to Yvette. David's card is shown to Yvette. William's card is shown to Yvette. William's card is shown to David. William's card is shown to William. It is publicly announced that someone picked a red card. It is publicly announced that William does not know whether or not everyone picked a red card. It is publicly announced that William does not know whether or not everyone picked a red card. It is publicly announced that David does not know whether David picked a red card. It is publicly announced that Yvette knows whether or not nobody picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:3 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether (1&2&3)) ] [ ! ~(Agentc knows whether (1&2&3)) ] [ ! ~(Agentb knows whether 2) ] [ ! (Agenta knows whether (~(1|2|3))) ] (Agenta knows whether 2)",4,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:3 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether (1&2&3)) ] [ ! ~(Agentc knows whether (1&2&3)) ] [ ! ~(Agentb knows whether 2) ] [ ! (Agenta knows whether (~(1|2|3))) ] 0",Yvette can now know whether David picked a red card.,explicit,0,3,entailment,['Yvette' 'David' 'William'],40234,explicit-1,1,0.8562533855,0.1437466145
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Victor's card is shown to Victor. Mary's card is shown to Ruby. Victor's card is shown to Mary. Darrin's card is shown to Mary. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:4 Agentc:1,2 VALID? [ ! (1|2|3|4) ] (Agentc knows that 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:4 Agentc:1,2 VALID? [ ! (1|2|3|4) ] 0",Ruby can now know that Mary picked a red card.,explicit,0,4,not_entailment,['Victor' 'Darrin' 'Ruby' 'Mary'],18748,explicit-0,0,0.9982403517,0.0017596483
"There are two persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). George's card is shown to Ronald. George's card is shown to George. It is publicly announced that someone picked a red card. It is publicly announced that George knows whether someone picked a red card. It is publicly announced that not everyone picked a red card.","VARS 1,2 LAW Top OBS Agenta:2 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (~(1&2)) ] Agentb knows whether (Agenta knows whether (~(1|2)))",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agentb knows whether (1|2)) ] [ ! (~(1&2)) ] 0",George can now know whether Ronald can know whether or not nobody picked a red card.,explicit,1,2,entailment,['Ronald' 'George'],4958,explicit-1,1,0.9996987581,0.0003012419
